659;0,000;0,000;0,000;0,000;0,000;0,000
686;0,001;0,000;0,000;0,000;0,000;0,000
708;0,018;0,000;0,000;0,000;0,000;0,000
754;0,026;0,000;0,000;0,000;0,000;0,000
794;0,037;0,008;0,000;0,000;0,000;0,000
836;0,043;0,014;0,008;0,000;0,000;0,000
886;0,050;0,029;0,010;0,000;0,000;0,000
974;0,058;0,036;0,022;0,000;0,000;0,000
1081;0,065;0,044;0,030;0,009;0,000;0,000
1225;0,072;0,054;0,037;0,016;0,002;0,000
1404;0,098;0,081;0,064;0,039;0,024;0,016
1629;0,107;0,091;0,074;0,057;0,041;0,025
1733;0,120;0,104;0,097;0,071;0,054;0,047
1849;0,134;0,119;0,111;0,086;0,069;0,062
1998;0,143;0,127;0,120;0,096;0,088;0,071
2157;0,153;0,137;0,129;0,104;0,097;0,081
2347;0,162;0,155;0,140;0,113;0,106;0,091
2566;0,170;0,165;0,149;0,132;0,115;0,109
2934;0,181;0,174;0,158;0,141;0,126;0,118
3356;0,214;0,213;0,197;0,184;0,170;0,166
3611;0,224;0,223;0,209;0,193;0,190;0,176
3882;0,234;0,233;0,219;0,205;0,199;0,186
4210;0,243;0,242;0,229;0,215;0,211;0,205
4604;0,258;0,252;0,238;0,225;0,221;0,217
5076;0,268;0,262;0,258;0,234;0,231;0,227
5654;0,277;0,272;0,268;0,244;0,240;0,236
6381;0,287;0,281;0,277;0,254;0,250;0,246
7323;0,303;0,302;0,298;0,276;0,274;0,272
8441;0,313;0,312;0,310;0,296;0,284;0,282
9336;0,328;0,327;0,325;0,313;0,299;0,297
10448;0,338;0,337;0,335;0,323;0,321;0,306
14013;0,351;0,351;0,345;0,333;0,331;0,319
20118;0,371;0,371;0,369;0,358;0,356;0,344
22749;0,381;0,381;0,379;0,372;0,366;0,354
25276;0,391;0,391;0,389;0,382;0,380;0,364
28309;0,401;0,401;0,399;0,392;0,390;0,378
28309;0,411;0,411;0,409;0,402;0,400;0,388
